User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
11102823,male,60,208.0,105.0,26.0,110.0,40.6
10310404,female,23,169.0,68.0,25.0,114.0,40.9
13586767,female,37,166.0,61.0,25.0,103.0,40.7
11312954,male,48,181.0,80.0,27.0,105.0,40.6
19873304,female,39,167.0,71.0,27.0,118.0,41.1
10566369,male,20,187.0,86.0,23.0,100.0,40.3
16784301,male,52,189.0,92.0,23.0,97.0,40.7
15158798,male,70,194.0,91.0,28.0,103.0,40.8
10485469,male,22,165.0,67.0,27.0,119.0,40.4
17551112,male,41,192.0,99.0,22.0,98.0,40.5
10836299,male,76,195.0,93.0,23.0,96.0,40.5
10567350,male,39,191.0,86.0,23.0,97.0,40.6
13464795,female,30,163.0,58.0,30.0,115.0,40.6
14347203,female,60,176.0,71.0,24.0,107.0,41.0
13541948,female,35,150.0,50.0,25.0,104.0,41.0
18290984,male,21,183.0,83.0,23.0,104.0,40.5
15699085,female,27,158.0,57.0,22.0,101.0,40.4
17286230,female,47,172.0,69.0,21.0,97.0,40.6
15295331,male,49,181.0,79.0,29.0,108.0,40.7
11627255,male,32,183.0,83.0,21.0,97.0,40.4
14132143,male,21,202.0,98.0,21.0,108.0,40.5
14971780,male,35,200.0,99.0,24.0,104.0,40.6
16691239,male,45,191.0,95.0,28.0,105.0,41.0
10679574,male,39,178.0,80.0,25.0,105.0,40.7
10176870,female,44,174.0,75.0,27.0,105.0,40.8
12940540,male,48,167.0,67.0,29.0,112.0,40.9
11860761,male,40,192.0,98.0,24.0,99.0,40.4
16364264,male,24,182.0,78.0,28.0,105.0,40.8
15285889,female,67,162.0,62.0,26.0,93.0,40.7
17244789,male,22,193.0,85.0,28.0,116.0,41.0
11185950,male,66,164.0,75.0,27.0,114.0,40.7
19166163,male,64,203.0,97.0,23.0,106.0,40.7
14314848,female,32,162.0,64.0,28.0,105.0,40.5
17985735,male,26,182.0,83.0,27.0,107.0,41.0
10377282,male,51,190.0,94.0,21.0,105.0,40.4
18979629,female,40,165.0,59.0,27.0,110.0,41.1
15987356,female,34,179.0,74.0,25.0,101.0,40.9
10160535,female,21,147.0,45.0,23.0,100.0,40.6
18742025,male,75,186.0,84.0,29.0,107.0,41.1
16152838,female,33,154.0,59.0,28.0,105.0,40.6
11589040,male,68,166.0,75.0,28.0,112.0,40.8
19783354,male,23,179.0,81.0,26.0,112.0,40.6
12132600,male,43,201.0,104.0,28.0,103.0,40.7
12811109,female,37,178.0,74.0,24.0,104.0,40.8
13079051,male,75,199.0,103.0,28.0,123.0,40.5
13156882,female,61,173.0,73.0,26.0,102.0,40.8
11372824,female,23,173.0,72.0,28.0,110.0,40.9
10352361,male,64,178.0,82.0,25.0,111.0,40.8
16859377,female,22,171.0,69.0,21.0,95.0,40.1
15352402,female,27,169.0,69.0,27.0,116.0,41.1
13744758,male,59,191.0,92.0,30.0,110.0,41.0
17172875,female,21,167.0,67.0,21.0,103.0,40.4
16697741,male,62,185.0,91.0,24.0,97.0,40.6
14165839,female,53,156.0,60.0,26.0,104.0,40.7
15162283,male,38,201.0,104.0,21.0,101.0,40.6
16886509,female,39,149.0,51.0,26.0,100.0,40.4
15281529,male,51,182.0,81.0,28.0,106.0,40.9
17844052,male,47,182.0,82.0,27.0,100.0,40.7
12876943,female,64,155.0,55.0,25.0,114.0,40.8
10986379,male,48,183.0,81.0,21.0,94.0,40.6
10374360,male,73,199.0,97.0,22.0,107.0,40.9
19857904,female,65,158.0,61.0,26.0,111.0,41.0
18109896,male,49,185.0,93.0,22.0,99.0,40.5
17184236,female,60,164.0,66.0,27.0,110.0,40.8
15744897,female,69,165.0,62.0,29.0,112.0,40.9
14503730,male,30,195.0,92.0,30.0,101.0,41.0
11023601,male,21,189.0,94.0,25.0,111.0,40.6
13200163,male,26,181.0,82.0,29.0,105.0,41.0
14418208,female,39,164.0,58.0,25.0,106.0,40.6
11082105,male,34,182.0,80.0,29.0,120.0,40.7
13943690,female,37,164.0,59.0,26.0,106.0,40.6
12488317,female,50,156.0,55.0,23.0,98.0,40.8
10710630,female,35,169.0,69.0,23.0,96.0,40.7
15596079,male,55,179.0,79.0,24.0,110.0,40.6
19447279,male,43,185.0,83.0,28.0,108.0,40.9
16427125,male,27,180.0,80.0,28.0,111.0,41.2
11952276,male,22,191.0,88.0,21.0,103.0,40.4
13721168,female,35,132.0,38.0,30.0,112.0,40.5
12242593,male,23,173.0,73.0,23.0,100.0,40.7
17167096,male,31,184.0,90.0,25.0,106.0,41.0
15608003,female,27,170.0,66.0,21.0,113.0,40.5
15148449,male,40,177.0,83.0,22.0,99.0,40.5
10083227,female,66,162.0,66.0,24.0,99.0,40.7
17415559,female,75,165.0,62.0,26.0,108.0,41.1
10029283,female,49,164.0,59.0,27.0,104.0,40.8
17175333,female,43,167.0,70.0,26.0,113.0,40.5
16616022,female,51,161.0,59.0,25.0,101.0,40.6
13263452,female,61,168.0,66.0,29.0,107.0,41.1
15142192,female,42,157.0,56.0,25.0,106.0,40.8
11682404,male,38,181.0,82.0,25.0,107.0,40.8
10425714,male,37,179.0,79.0,23.0,101.0,40.6
12777154,female,23,168.0,62.0,25.0,105.0,40.5
11120168,female,29,157.0,57.0,22.0,99.0,40.9
14150444,male,43,199.0,106.0,28.0,107.0,40.7
15386312,female,76,176.0,77.0,28.0,107.0,40.6
16154968,male,42,198.0,104.0,26.0,103.0,41.3
18233908,female,23,171.0,65.0,27.0,105.0,40.4
11814565,male,28,176.0,77.0,25.0,96.0,40.9
16650415,female,20,170.0,64.0,23.0,96.0,40.5
15572882,female,50,170.0,70.0,26.0,100.0,40.6
16566986,female,52,171.0,70.0,28.0,115.0,40.6
17475896,female,31,169.0,66.0,23.0,94.0,40.9
14839482,male,68,186.0,98.0,28.0,105.0,41.1
11127484,male,24,178.0,78.0,22.0,102.0,40.7
16208945,male,58,172.0,75.0,27.0,107.0,40.7
12945677,male,63,200.0,98.0,28.0,105.0,40.9
14739798,male,77,176.0,82.0,21.0,102.0,39.9
14908200,male,49,188.0,85.0,25.0,110.0,40.5
13628657,male,26,189.0,91.0,30.0,108.0,40.7
11282393,female,66,151.0,57.0,21.0,100.0,40.7
14759700,male,62,181.0,87.0,22.0,97.0,40.6
15183212,male,32,198.0,99.0,24.0,107.0,40.4
19007638,male,59,178.0,75.0,25.0,105.0,41.2
12895547,female,74,175.0,77.0,22.0,103.0,40.4
14525296,male,32,184.0,80.0,28.0,117.0,40.7
13531444,male,34,192.0,93.0,21.0,91.0,40.6
15851748,female,23,160.0,58.0,21.0,106.0,40.3
13804351,male,76,192.0,103.0,25.0,100.0,40.4
13293552,male,20,178.0,81.0,26.0,104.0,40.8
14743686,male,34,174.0,72.0,26.0,103.0,40.7
10894310,female,22,161.0,62.0,29.0,99.0,40.8
17461948,male,32,196.0,96.0,28.0,110.0,40.9
14589218,male,46,201.0,96.0,25.0,108.0,40.3
13101491,male,28,189.0,84.0,24.0,98.0,40.6
18795135,male,41,179.0,80.0,26.0,106.0,40.6
16716392,female,30,161.0,64.0,26.0,99.0,40.7
16402578,female,29,163.0,59.0,26.0,111.0,40.9
15592605,male,42,167.0,76.0,29.0,108.0,40.6
13676898,female,22,160.0,56.0,23.0,98.0,40.5
14175143,male,64,172.0,73.0,22.0,102.0,40.5
18190914,male,24,188.0,91.0,23.0,101.0,40.8
12825803,female,53,166.0,63.0,24.0,107.0,40.7
12404748,male,68,195.0,98.0,21.0,105.0,40.4
12652678,female,64,158.0,59.0,22.0,92.0,40.6
16652585,female,23,153.0,55.0,26.0,98.0,40.8
13148729,female,43,158.0,61.0,22.0,99.0,40.6
10491902,male,26,194.0,92.0,22.0,104.0,40.6
13714424,female,32,171.0,68.0,26.0,103.0,40.9
11292568,female,31,174.0,69.0,27.0,104.0,41.1
14980446,male,21,182.0,87.0,22.0,107.0,40.6
18456986,female,34,153.0,51.0,28.0,107.0,40.8
17448700,female,23,147.0,51.0,21.0,113.0,40.5
14976657,female,22,158.0,62.0,28.0,110.0,40.7
15310841,female,41,167.0,61.0,29.0,103.0,41.2
16091848,male,38,198.0,96.0,27.0,95.0,40.6
19241743,female,21,140.0,48.0,27.0,106.0,40.6
19330010,male,73,183.0,90.0,21.0,94.0,40.5
16312785,male,48,183.0,91.0,24.0,102.0,40.4
12935967,male,22,184.0,85.0,28.0,105.0,40.6
17014420,male,68,196.0,98.0,22.0,101.0,40.1
14978910,male,35,186.0,92.0,24.0,99.0,40.9
15182279,male,21,199.0,100.0,21.0,98.0,40.6
16256574,female,45,156.0,57.0,27.0,104.0,40.6
13763873,female,56,172.0,65.0,27.0,108.0,41.0
18600096,female,74,160.0,66.0,29.0,110.0,40.8
15039984,male,68,205.0,106.0,23.0,107.0,40.5
16270792,male,21,173.0,78.0,28.0,108.0,40.7
15708155,male,20,173.0,73.0,25.0,99.0,40.7
19876880,female,62,148.0,44.0,26.0,108.0,40.8
13228655,male,46,175.0,80.0,21.0,97.0,40.5
19382612,female,57,172.0,70.0,28.0,105.0,41.2
11846177,female,54,169.0,71.0,29.0,107.0,40.5
16969672,male,73,167.0,69.0,29.0,109.0,40.8
13686861,female,75,156.0,57.0,27.0,114.0,41.0
15028308,male,39,164.0,73.0,22.0,97.0,40.5
15794029,female,28,157.0,59.0,23.0,111.0,41.0
14451187,female,53,159.0,57.0,23.0,105.0,40.7
12871421,male,20,175.0,78.0,24.0,107.0,40.5
18057181,male,32,168.0,73.0,30.0,111.0,40.7
10058690,male,61,197.0,104.0,28.0,108.0,41.1
12769000,male,38,177.0,77.0,26.0,113.0,41.1
10131926,male,21,187.0,84.0,27.0,97.0,40.8
17046316,male,38,182.0,77.0,21.0,102.0,40.5
11443833,male,35,191.0,90.0,24.0,108.0,40.3
18272188,male,32,202.0,99.0,27.0,115.0,40.5
11345999,male,58,190.0,87.0,23.0,98.0,40.9
15998213,female,37,171.0,66.0,25.0,106.0,40.7
16508917,female,42,157.0,55.0,27.0,113.0,40.9
14160023,male,27,174.0,75.0,21.0,106.0,40.6
10324121,female,52,148.0,55.0,22.0,105.0,40.5
10341991,male,46,181.0,82.0,24.0,104.0,41.0
10363700,male,66,188.0,98.0,26.0,114.0,40.7
16488458,female,62,171.0,78.0,22.0,103.0,40.5
18890018,female,77,151.0,52.0,28.0,103.0,40.6
16378171,female,54,184.0,79.0,23.0,92.0,40.9
14838024,male,30,177.0,82.0,28.0,107.0,40.7
14611370,male,40,181.0,91.0,29.0,111.0,41.0
19468881,female,61,166.0,69.0,28.0,114.0,40.9
10361640,male,32,193.0,96.0,21.0,111.0,40.8
18893096,male,35,194.0,91.0,23.0,112.0,41.0
11690321,female,50,158.0,59.0,24.0,101.0,40.7
18175714,male,35,182.0,89.0,24.0,108.0,40.8
13894704,female,58,160.0,56.0,22.0,99.0,40.6
10502259,male,22,173.0,79.0,29.0,115.0,40.7
14522123,female,49,158.0,61.0,27.0,106.0,41.0
16405106,male,23,191.0,86.0,29.0,115.0,40.9
13848583,male,28,182.0,76.0,21.0,107.0,40.6
12388580,female,27,175.0,69.0,25.0,105.0,40.8
17301298,male,23,180.0,73.0,26.0,105.0,41.1
10921184,female,23,148.0,52.0,25.0,108.0,41.1
15710102,female,58,175.0,71.0,26.0,105.0,40.8
10583671,female,37,170.0,71.0,26.0,105.0,40.9
19226537,female,24,175.0,67.0,24.0,105.0,40.6
18566703,male,52,183.0,84.0,30.0,112.0,41.0
13964681,male,36,174.0,75.0,23.0,98.0,40.5
19653903,female,57,167.0,65.0,27.0,107.0,41.1
19941820,female,57,161.0,61.0,27.0,108.0,40.8
18481194,male,64,169.0,79.0,27.0,96.0,40.5
18165149,male,31,182.0,87.0,22.0,94.0,40.5
12924695,female,76,154.0,56.0,22.0,98.0,40.6
10687000,female,54,159.0,54.0,24.0,107.0,40.6
17887624,female,68,164.0,63.0,26.0,110.0,41.3
16583091,female,28,163.0,58.0,27.0,99.0,41.1
15814407,male,54,195.0,100.0,25.0,106.0,40.7
12412298,female,50,159.0,59.0,30.0,106.0,41.1
13481966,male,29,190.0,84.0,21.0,102.0,40.4
18648123,male,35,175.0,80.0,26.0,106.0,40.7
13646159,female,46,168.0,65.0,26.0,106.0,41.0
12411828,female,66,174.0,74.0,23.0,99.0,40.8
17590100,female,61,158.0,60.0,23.0,102.0,40.5
14267850,male,29,187.0,91.0,24.0,103.0,40.6
11483730,male,32,180.0,86.0,23.0,106.0,40.6
10530300,male,57,175.0,76.0,28.0,109.0,40.6
17120461,female,50,153.0,56.0,26.0,108.0,40.7
17188766,female,40,177.0,74.0,29.0,97.0,41.0
17918574,female,24,171.0,72.0,27.0,101.0,41.0
11963638,female,46,151.0,52.0,25.0,113.0,40.5
15906490,male,30,189.0,95.0,21.0,103.0,40.8
16325355,female,42,162.0,66.0,21.0,96.0,40.4
11721128,female,39,155.0,54.0,26.0,105.0,41.1
18476144,male,40,169.0,70.0,22.0,101.0,40.5
12793069,male,41,183.0,85.0,29.0,100.0,41.0
19743732,male,28,187.0,88.0,22.0,109.0,40.4
17503482,male,44,177.0,83.0,28.0,110.0,41.2
12421249,male,60,199.0,107.0,26.0,112.0,40.6
12964208,male,59,178.0,86.0,22.0,99.0,40.3
16807137,male,37,183.0,88.0,24.0,104.0,40.4
11476534,female,37,170.0,71.0,21.0,96.0,40.5
12698942,female,60,151.0,58.0,27.0,105.0,40.9
12619351,male,64,183.0,89.0,26.0,107.0,40.9
12609769,male,25,205.0,110.0,22.0,96.0,40.8
13460467,male,60,166.0,69.0,28.0,102.0,40.7
17926631,male,25,204.0,107.0,21.0,98.0,40.2
15920115,female,46,159.0,59.0,28.0,109.0,41.0
13053708,male,31,198.0,99.0,28.0,107.0,40.9
10662184,male,44,171.0,80.0,26.0,112.0,40.8
15482468,female,26,173.0,68.0,25.0,98.0,40.6
16819144,female,22,152.0,55.0,22.0,98.0,40.5
12980735,female,60,170.0,68.0,25.0,102.0,41.3
13218598,male,34,192.0,99.0,27.0,113.0,40.7
13044360,male,35,178.0,82.0,23.0,104.0,40.6
15172637,female,75,171.0,68.0,22.0,94.0,40.8
16890948,female,27,163.0,67.0,22.0,93.0,40.3
18813111,male,79,200.0,108.0,26.0,97.0,40.9
17883082,female,27,166.0,66.0,28.0,109.0,40.7
10424923,male,40,185.0,87.0,25.0,102.0,40.7
15492056,male,25,187.0,80.0,21.0,106.0,40.5
14662485,female,30,168.0,61.0,28.0,105.0,41.4
12734223,male,55,193.0,98.0,24.0,112.0,40.8
18790504,female,40,147.0,50.0,23.0,107.0,40.8
13073159,female,64,155.0,60.0,21.0,102.0,40.6
16953277,female,22,157.0,59.0,27.0,113.0,40.9
13270565,female,31,162.0,63.0,22.0,100.0,40.9
14843952,female,20,151.0,51.0,27.0,101.0,41.1
16662695,female,27,166.0,66.0,27.0,106.0,40.5
14285460,female,55,157.0,57.0,24.0,105.0,40.5
14861386,female,59,159.0,65.0,29.0,105.0,40.9
12917234,female,23,166.0,65.0,29.0,108.0,41.5
17486297,male,22,185.0,80.0,27.0,112.0,40.7
10344316,male,45,196.0,102.0,27.0,110.0,41.0
17177794,male,55,179.0,81.0,21.0,105.0,40.7
11702467,female,34,170.0,68.0,25.0,100.0,40.9
11728393,male,35,163.0,66.0,29.0,112.0,40.9
19896812,male,76,189.0,91.0,22.0,103.0,40.8
11267173,male,78,179.0,84.0,30.0,110.0,40.8
15217102,male,32,198.0,100.0,29.0,105.0,40.8
18734065,male,26,175.0,74.0,22.0,97.0,40.8
14095043,female,28,176.0,78.0,27.0,112.0,40.3
14971039,male,21,194.0,88.0,27.0,104.0,40.8
15630986,male,32,175.0,73.0,29.0,114.0,41.2
13725532,male,39,176.0,76.0,23.0,109.0,40.7
11090303,male,44,192.0,101.0,23.0,106.0,40.5
13581119,female,49,174.0,69.0,22.0,103.0,40.5
10601792,male,24,192.0,86.0,27.0,106.0,40.5
15800905,female,27,160.0,55.0,23.0,105.0,40.6
15971438,female,24,149.0,46.0,27.0,112.0,40.8
13421628,male,43,191.0,97.0,26.0,119.0,40.8
10698004,female,44,166.0,64.0,25.0,101.0,40.8
18797618,female,65,176.0,75.0,28.0,111.0,40.6
16014802,male,20,183.0,83.0,25.0,104.0,41.0
12801794,female,41,173.0,69.0,28.0,108.0,41.0
13775465,male,34,175.0,71.0,21.0,95.0,40.6
17280545,female,20,175.0,69.0,22.0,98.0,40.5
14028377,male,72,167.0,68.0,24.0,103.0,41.0
19455241,female,29,138.0,45.0,28.0,105.0,40.6
17066422,male,68,185.0,85.0,26.0,102.0,40.5
12841523,female,20,167.0,66.0,25.0,117.0,40.8
13783030,male,32,177.0,83.0,30.0,105.0,41.1
11933707,female,26,164.0,62.0,29.0,99.0,41.1
16991682,male,34,195.0,95.0,21.0,101.0,40.5
13086636,female,44,174.0,75.0,26.0,94.0,40.5
15439851,male,64,198.0,103.0,28.0,108.0,40.9
19633240,female,58,163.0,60.0,29.0,103.0,41.1
11569781,male,24,183.0,83.0,26.0,109.0,40.6
16247462,male,22,188.0,93.0,29.0,107.0,40.6
13987360,male,30,190.0,94.0,28.0,111.0,41.0
11800007,male,30,185.0,88.0,30.0,110.0,40.9
19359534,male,26,182.0,82.0,25.0,98.0,40.7
19986370,male,48,177.0,81.0,28.0,111.0,40.9
13571433,female,79,174.0,76.0,26.0,112.0,40.7
13544263,female,43,168.0,70.0,24.0,100.0,40.6
16578345,male,37,167.0,73.0,25.0,103.0,40.9
11877816,male,20,181.0,78.0,23.0,102.0,40.6
16843490,male,57,179.0,87.0,29.0,105.0,41.1
10414602,male,44,175.0,80.0,28.0,102.0,40.8
10834489,female,20,171.0,69.0,25.0,109.0,41.0
18548442,male,53,174.0,82.0,29.0,112.0,40.9
10356022,female,63,155.0,57.0,27.0,116.0,40.8
13843078,male,22,174.0,71.0,22.0,115.0,41.2
11876292,female,53,171.0,69.0,25.0,109.0,40.6
18905927,male,52,190.0,94.0,25.0,107.0,41.0
17553234,male,28,187.0,85.0,25.0,100.0,40.7
11560169,female,21,167.0,63.0,22.0,102.0,40.8
13945472,male,34,195.0,93.0,22.0,108.0,40.7
17762788,female,43,167.0,67.0,23.0,99.0,40.9
17166077,male,48,197.0,107.0,24.0,103.0,40.6
19540261,male,52,184.0,85.0,22.0,101.0,40.4
19091879,female,26,160.0,56.0,25.0,107.0,40.4
14325469,male,66,190.0,94.0,25.0,101.0,40.8
14647387,male,38,181.0,81.0,26.0,102.0,41.2
11400795,male,23,180.0,74.0,25.0,98.0,40.8
16920179,female,59,150.0,48.0,23.0,100.0,40.5
16769607,male,54,186.0,89.0,27.0,112.0,40.8
17290797,male,50,172.0,83.0,26.0,105.0,40.7
17526765,female,59,157.0,61.0,25.0,107.0,40.9
16738758,female,58,167.0,64.0,26.0,105.0,40.5
12671365,female,22,169.0,62.0,28.0,107.0,40.5
15242219,male,69,183.0,85.0,26.0,104.0,40.8
11886308,male,65,170.0,75.0,28.0,99.0,40.6
11167982,female,25,176.0,66.0,29.0,109.0,40.9
17841249,female,41,162.0,57.0,29.0,116.0,40.9
14766422,female,37,164.0,66.0,27.0,104.0,41.2
11119175,female,29,164.0,64.0,27.0,106.0,41.0
18357633,male,68,190.0,89.0,28.0,110.0,40.5
15284867,male,35,179.0,77.0,27.0,108.0,40.9
18720583,male,24,169.0,73.0,26.0,118.0,40.6
18821136,female,29,178.0,76.0,26.0,100.0,40.8
15269624,male,54,191.0,88.0,23.0,113.0,40.2
18231632,female,38,168.0,66.0,22.0,97.0,40.6
10877086,male,28,189.0,89.0,29.0,107.0,40.8
19990709,male,25,181.0,82.0,28.0,107.0,40.8
15585440,male,42,190.0,95.0,26.0,104.0,41.1
17795018,male,60,173.0,73.0,22.0,108.0,40.8
13777224,male,60,197.0,109.0,22.0,104.0,40.6
19841917,male,29,172.0,76.0,25.0,103.0,40.9
11263414,male,34,180.0,83.0,26.0,93.0,40.5
10871405,female,23,161.0,60.0,22.0,111.0,40.7
18472321,male,43,182.0,90.0,21.0,102.0,40.4
13438528,male,59,180.0,81.0,30.0,109.0,40.9
11028954,female,28,160.0,56.0,28.0,107.0,40.4
13266243,female,26,167.0,68.0,28.0,104.0,40.9
16571569,male,73,183.0,85.0,23.0,106.0,40.4
11424977,male,26,188.0,86.0,22.0,109.0,40.5
14252062,male,41,190.0,88.0,24.0,103.0,40.6
15426195,female,66,167.0,61.0,23.0,106.0,40.8
12097174,male,58,187.0,87.0,23.0,111.0,40.8
19642773,male,60,171.0,79.0,28.0,121.0,41.2
15092128,male,32,194.0,100.0,29.0,99.0,41.2
12866382,male,49,190.0,96.0,28.0,103.0,40.5
13197304,male,67,202.0,103.0,24.0,103.0,40.9
14248532,male,22,186.0,87.0,22.0,104.0,40.8
15732648,male,39,182.0,79.0,30.0,111.0,41.0
13844905,male,57,189.0,91.0,27.0,108.0,40.8
14870963,female,31,151.0,49.0,28.0,98.0,40.7
17575596,male,23,172.0,68.0,28.0,104.0,41.1
14810869,female,38,164.0,59.0,23.0,104.0,40.5
19514840,female,37,190.0,81.0,26.0,103.0,40.9
10131251,female,51,163.0,59.0,24.0,107.0,40.4
16684330,male,23,162.0,65.0,29.0,107.0,40.9
16543055,male,66,189.0,92.0,26.0,102.0,40.7
17603335,female,35,167.0,63.0,28.0,117.0,40.9
10324929,male,68,196.0,105.0,24.0,96.0,40.9
18436494,male,45,197.0,96.0,29.0,106.0,40.8
